Index	text	level
1081	Vietnam (Vietnamees: Việt Nam), oftewel officieel de Socialistische Republiek Vietnam (Vietnamees: Cộng hòa Xã hội Chủ nghĩa Việt Nam), is een volksrepubliek met wel 91.519.289 inwoners in Zuidoost-Azië. Het land is 331.689 km² groot. De hoofdstad is Hanoi. Het is een land aan de oostelijke kant van het Indochinees Schiereiland en het behoort dus samen met Laos en Cambodja tot Indochina. Vietnam grenst aan China in het noorden, Laos en Cambodja in het westen. Het ligt aan de Zuid-Chinese Zee in het oosten en in het zuidwesten ligt het aan de Golf van Thailand. De munteenheid van dit land is de dong. Er zijn heel erg veel rijstvelden in Vietnam, en het is een communistisch land. De grootste stad van het land is Ho Chi Minh Stad, het vroegere Saigon. De rode achtergrond van de Vietnamese vlag staat voor de socialistische revolutie van Vietnam en het vergoten bloed van de Vietnamezen tijdens de Eerste Indochinese oorlog met Frankrijk. De vijf punten van de gouden ster op de vlag staan voor de beroepen en personen in Vietnam: arbeiders, boeren, intellectuelen, jongeren en soldaten. Ook staan de vijf sterpunten voor de eenheid in de socialistische staat. De vlag werd voor het eerst ingevoerd in het vroegere land Noord-Vietnam in het jaar 1954. Sinds 1976 is het de huidige vlag van Vietnam.	B1
1082	Virus of bacterie: wie is wie? Van de een kun je griep krijgen, of verkouden worden. Maar de ander is ook geen lieverdje. Die zorgt voor keelontsteking, of krentenbaard! Wie veroorzaakt wat: een virus of een bacterie? En wat is het verschil tussen die twee? Je ziet ze niet, maar ze zitten overal. Wat doen bacteriën toch in en om ons lijf? Wat zijn bacteriën? Een bacterie is een piep- en piepklein levend wezentje. Het is één cel, met een eigen stofwisseling. Hij kan voedingsstoffen dus omzetten in andere stofjes. Zo blijft hij in leven. Je ziet bacteriën niet zonder microscoop. Toch zijn ze overal. We dragen er zelfs miljoenen met ons mee! Er bestaan veel soorten bacteriën, goede én slechte. Waar zitten ze? Bacteriën zitten bijvoorbeeld in onze mond. En op onze huid en in onze maag en darmen. Maar ze leven ook op dingen, zoals deurknoppen en tafels. Vies? Welnee, meestal merk je er niets van. De meeste bacteriën zijn zelfs nuttig! Ze helpen je bij het verteren van voedsel. En houden je huid gezond. Goede bacteriën beschermen je zelfs tegen slechte bacteriën. Wanneer worden ze vervelend? Als ze op plaatsen komen, waar ze niet horen. Zo hoort een darmbacterie niet thuis in je mond, blaas, of wond.	B1
1083	Een virus kan je ziek maken. Maar waar krijg je een virus van? Een virus in je lijf Door allerlei dingen kun je een virus krijgen. Zelfs door iemand aan te raken kun je al een virus krijgen! Eng idee, toch? Een virus is nog kleiner dan een lichaamscel. Je kunt het alleen bekijken met een sterke microscoop. Alle virussen hebben altijd een cel nodig om te leven. Zo’n cel heet – echt waar – een gastheercel. Verschillende ziekten Heb jij weleens griep gehad? Of ben je weleens verkouden? Virussen veroorzaken deze ziekten. Daarom worden virussen ook wel ziekteverwekkers genoemd. Deze virusziekten zijn heel besmettelijk. Daarom krijgen wel 80.000 mensen griep van iemand anders die het heeft. Een bescherming tegen erge virusziekten is inenting. Dan krijg je een prik die je beschermt tegen verschillende virussen. Coronavirus In 2020 stond de wereld op zijn kop door het coronavirus. Dat virus ontstond in China en reisde de hele wereld over. Ook in Nederland raakten veel mensen besmet. De regering zorgde voor verschillende regels, om de verspreiding van het virus te stoppen. Waarschijnlijk ging jij ook een tijdje niet naar school. Dat was gek, hè? Bescherming Je lichaam heeft gelukkig een eigen leger om je tegen virussen te beschermen. Zo is je huid al een goede beschermlaag tegen virussen. En zijn er in je lichaam cellen die vechten tegen het virus.	A2+
1084	Van een virus kun je flink ziek worden! Griep is bijvoorbeeld zo’n akelig virus. Wat kun je ertegen doen? Ziekten Heb jij weleens griep gehad? Of ben je weleens verkouden? Virussen veroorzaken deze ziekten. Daarom worden virussen ook wel ziekteverwekkers genoemd. Deze virusziekten zijn heel besmettelijk. Dat houdt in dat je snel aangestoken kunt worden door iemand die zo’n ziekte heeft. Een bescherming tegen deze virusziekten is inenting. Inenting Inenting kan voorkomen dat je ziek wordt van een virus. Een ander woord voor inenting is vaccinatie. Bij inenten krijg je een prik die helpt je afweersysteem te verbeteren. De prik brengt verzwakte ziekteverwekkers in je lichaam, waardoor je afweersysteem antistoffen gaat aanmaken. Als je dan het echte virus oploopt, herkent je lichaam dat heel snel en ruimt het op. Je wordt zo niet meer ziek. En dat allemaal door één prikje. Coronavirus In 2020 stond de wereld op zijn kop door het coronavirus. Dat virus ontstond in China en reisde de hele wereld over. Als dat gebeurt, heet het een pandemie. Ook in Nederland raakten veel mensen besmet. Dat ging heel snel, omdat er nog geen vaccin voor was. Een goede inenting dus. De regering zorgde voor verschillende regels, om de verspreiding van het virus te verminderen. Mensen moesten zoveel mogelijk thuiswerken. Als ze naar buiten gingen, moesten ze anderhalve meter afstand houden van elkaar.	B1
1085	Ze zou de jongen niet gezien hebben, als ze de vlinder niet met haar ogen had gevolgd. Hij fladdert over de hoofden van de leerlingen op het schoolplein, met tere roomwitte vleugeltjes in de zon. Even lijkt het erop dat hij op Zoë’s schouder komt zitten, maar dan vliegt hij van haar weg alsof hij zich plotseling bedenkt. Zoë kijkt hem na, en op hetzelfde moment ziet ze de jongen staan.. Vanaf de andere kant van het schoolplein houdt hij met een brede glimlach haar blik vast. Tenminste, dat lijkt zo. Misschien kijkt hij wel naar heel iemand anders. Zoë werpt een blik om zich heen, maar niemand besteedt enige aandacht aan de jongen. Zijn ogen zijn echt op haar gericht, op haar alleen. En het is best een lekker ding. Blond, groot, cool gekleed. Zonder aarzelen lacht Zoë terug. ‘Hé, weet jij wie dat is?’ Ze stoot Shanna aan, die naast haar in hun vriendengroepje staat. Shanna volgt haar blik. ‘Wie?’ ‘Die jongen met dat blonde haar. Hij staat vlak bij Romeo en Chris.’ Shanna rekt haar hals. ‘Bedoel je Luuk?’ ‘Weet ik veel hoe hij heet. Ik ken hem niet.’	B1+
1086	Floris rende over de stoep. Hij was omgelopen en kwam bijna te laat op school. Vluchtig keek hij over zijn schouder, sloeg de hoek om en sprintte een steegje in. Te laat merkte hij de gestalte in de steeg op. Hij kon niet stoppen en knalde tegen iemand aan. Even werd het zwart voor zijn ogen en leek de grond onder zijn voeten te bewegen. Hij wankelde naar achteren, verloor zijn evenwicht en smakte tegen de grond. ‘Kijk eens wie we daar hebben,’ zei Arjan met een valse grijns tegen de twee jongens naast hem. ‘Ben je speciaal voor ons omgelopen? Ik was al naar je op zoek.’ Hij sloeg dreigend met zijn vuist in zijn hand. Floris kroop naar achteren, zocht houvast bij de muur en ging op zijn trillende benen staan. ‘Tong verloren, Vlo?’ vroeg Arjan. ‘Vlooien kunnen niet praten,’ zei Erik, de magere jongen achter Arjan. Hij draaide zijn rattenkop en keek met zijn kleine kraaloogjes naar Dennis, de 5 derde jongen. Die lachte zo hard dat zijn dikke buik schudde. ‘Van vlooien krijg ik jeuk,’ zei Arjan. Hij wreef over zijn knokkels. ‘Jeuk aan mijn vuisten.’ 	B1+
1087	Inleiding Waarom eten we eigenlijk en wat gebeurt er met dat eten? Voedsel is nodig voor de instandhouding van het lichaam: om steeds over voldoende energie te beschikken. om nieuwe cellen op te kunnen bouwen voor vervanging en groei. voor het vervullen van speciale functies in je cellen. Het menselijk lichaam bestaat uit een groot aantal verschillende stoffen. De voeding die je binnenkrijgt moet zo samengesteld zijn dat je voldoende van de verschillende groepen voedingsstoffen binnen krijgt. Naast een continue aanvoer van bouwstoffen is ook veel brandstof nodig. De hoeveelheid brandstof die je binnenkrijgt, moet goed zijn afgestemd op de energiebehoefte. Deze energiebalans is niet bij iedereen goed op orde. Voedingsstoffen Voedingsstoffen dienen als: bouwstof (eiwitten, koolhydraten, vetten, water, mineralen) brandstof (koolhydraten, vetten, eiwitten) reservestof (koolhydraten, vetten) beschermende stof (mineralen, vitamines) Koolhydraten als energieleverancier Glucose, fructose, zetmeel en cellulose zijn voorbeelden van koolhydraten. Koolhydraten dienen als brandstof (behalve cellulose); ze leveren energie om te kunnen functioneren. Voor de hersenen en rode bloedcellen is vooral glucose belangrijk. Een deel van de opgenomen koolhydraten wordt als glycogeen opgeslagen in de lever en spieren. Als er op een later tijdstip een verhoogde energiebehoefte is, dan kan het snel worden omgezet in glucose.	B1+
1088	In het gras lopen drieëntwintig mannen. Zij spelen met een bal. Elf personen dragen blauwe kleren. Elf andere mensen hebben oranje kleren aan. Eén man loopt in een zwart T-shirt en in een korte zwarte broek. Deze man heeft een fluitje in zijn hand. Soms blaast hij op zijn fluit. Dan stopt iedereen met het spel. Maar daarna gaan de drieëntwintig mannen weer spelen met de bal. Veel mensen kijken naar het spel. Dit spel heet voetbal.	A1
1089	 China (Traditioneel Chinees: 中國, Vereenvoudigd Chinees: 中国, Pinyin: Zhōngguó) of officieel de Volksrepubliek China (Traditioneel Chinees: 中華人民共和國, Vereenvoudigd Chinees: 中华人民共和国, Pinyin: Zhōnghuá Rénmín Gònghéguó) is één van de grootste landen in Azië. Het is het grootste land in Oost-Azië. China grenst aan Noord-Korea, Rusland, Mongolië, Vietnam, Myanmar, India, Bhutan, Nepal, Pakistan, Kirgizië, Afghanistan, Tadzjikistan, Kazachstan en Laos. Daarmee grenst China, samen met Rusland, aan de meeste landen. De belangrijkste religies (godsdiensten) zijn het boeddhisme, taoïsme en confucianisme. De officiële taal van de Volksrepubliek China is het Chinees/Mandarijn. De Volksrepubliek China heeft ongeveer 1.387.590.000 inwoners. De munteenheid is de renminbi. China ligt in het oosten van Azië en is bijna 10 miljoen km² groot. China heeft de meeste inwoners van de hele wereld: 1,3 miljard. 1 op de 5 mensen op de wereld is Chinees. China heeft 22 provincies, vijf autonome regio's, Vier stadsprovincies en de twee zelfbesturende Speciale Bestuurlijke Regio's (Hongkong en Macau). De hoofdstad van de Volksrepubliek China is Beijing. De vlag van China is rood en heeft 5 sterren. Er is 1 grote (gele) ster en ook nog 4 kleine (gele) sterretjes. In China is rood de gelukskleur. 	A2
1090	Het Vondelpark is een bijzondere plek, en vanwege haar historie sinds 1996 een Rijksmonument. Op dit moment is het park met zo’n 10 miljoen bezoekers per jaar het meest populaire park van Amsterdam. Een gebouw in het Vondelpark draagt sterk bij aan het beeld van de stad Amsterdam. Bouwen in het Vondelpark is daarom een bijzondere opgave. Het ontstaan In 1864 nam een groep particulieren het initiatief tot de aanleg van een rij- en wandelpark. De architect J.D. Zocher kreeg de opdracht om voor het aangekochte moeras en weiland een ontwerp van een park te maken. In de zomer van 1865 werd het zogenoemde Nieuwe Park geopend. Twee jaar later, in 1867, werd in het park het standbeeld van dichter en toneelschrijver Joost van den Vondel geplaatst. Sindsdien wordt het park in de volksmond het Vondelpark genoemd, wat later ook de officiële naam wordt. In 1877 wordt het laatste deel van het park opgeleverd. In 1953 wordt het park, dat toen nog in private handen was, overgedragen aan de Gemeente Amsterdam.	B1+
1091	Agent Chuck – ‘Skid’ – Skidmore wenste dat hij niet was bezweken voor die laatste kop koffie. Zonder de nieuwe serveerster zou hij het er bij één hebben gelaten. Maar wat een lekker wijf! Dus hij had zijn hele eetpauze aan de bar gehangen en koffie geslobberd, als een kind dat aan de limonade zat. En terwijl ze ervoor zorgde dat zijn mok gevuld bleef, had Brandy hem onthaald op alles waar jonge vrouwen de mond vol van hadden, en op een royale inkijk in haar deinende decolleté. Hij at al twee maanden elke avond bij LaDonna’s Diner, om precies te zijn sinds de dag waarop hij op de nachtdienst was gezet. Verschrikkelijk vond hij het. Hij had respect voor zijn baas, maar hij zou toch eens een hartig woordje met haar moeten wisselen, want hij wilde terug naar de dagdienst. Hij draaide zijn surveillancewagen Hogpath Road in, een verlaten stuk asfalt, aan het noorden begrensd door Miller’s Woods en aan het zuiden door een maisveld. Grind knerpte onder de banden toen hij de wagen in de berm tot stilstand bracht. Op het moment dat hij naar het pakje Marlboro Light in het handschoenenkastje reikte, klonk er gekraak uit de radio. ‘324! Ben je 10-8?’	B2
1092	Om de week bij Cineville: Film met Fien, waarin Fien schrijft over wat ze heeft gezien. Dit keer telt ze de clichés in A Star Is Born en geniet ze opnieuw van de vrouw van wie ze ooit een t-shirt had: Lady Gaga. ‘I just wanna take another look at ya,’ zegt Jackson Maine (Bradley Cooper met heel veel make-up) tegen Ally (Lady Gaga met heel weinig make-up) in A Star Is Born. Het is een verhaal vol clichés: zij denkt dat ze te lelijk is om het te maken in de muziekwereld (hij overtuigt haar van haar schoonheid en talent), zij wordt door een foute platenbaas aangemoedigd om oppervlakkige popmuziek te maken (hij maakt country, a.k.a. ‘echte muziek’), en hij drinkt liters gin omdat hij de roem niet aankan (maar hij heeft een traumatische jeugd als excuus). Succes wordt daarnaast gebalanceerd op een weegschaal in A Star Is Born: hoe beroemder zij wordt, hoe dramatischer zijn carrière ten einde komt. Het is de Hollywood-mythe van roem als een gelimiteerd goed: er kan maar één de grootste zijn. Dus als er enorme billboards met haar naam verrijzen naast de snelweg in Los Angeles, voel je dat het einde van zijn succes nabij is.	B1+
1093	4.2 Voorgeschiedenis: armenzorg en volksopvoeding (1500–1900) Het hedendaagse professionele stelsel van zorg en hulpverlening in de Lage Landen komt voort uit de activiteiten op het terrein van armenzorg en volksopvoeding die vanaf 1500, aan het eind van de middeleeuwen, opgang maken. 4.2.1 Middeleeuwen In de middeleeuwen staat de standensamenleving en daarmee een principiële rechtsongelijkheid tussen mensen centraal. Alles kent een vaste, hiërarchisch bepaalde plaats. Je bent man of vrouw, je bent van adel, lid van de schrijvende clerus, boer of gezel. Individuen dragen hun lot en stand, omdat God het nu eenmaal zo voor hen heeft uitgekiend. De kerk wijst de weg naar het goede leven. Ook de (armen)zorg en hulpverlening krijgen in deze tijd vorm vanuit de kerk en het klooster. In een wereld die doordrongen is van armoede, kennen ook armen hun vaste plaats. In tegenstelling tot vandaag horen zij er gewoon bij. Kloosterlingen die in armoede leven dwingen zelfs respect af als de nastrevenswaardige volgers van Jezus Christus. Deze manier van (samen)leven verandert in de late middeleeuwen en in de daaropvolgende vroegmoderne tijd (zie o.a. Os en Potjer 2007). 4.2.2 Opkomst van de steden en het handelskapitalisme De doorbraak van het handelskapitalisme in de zestiende eeuw leidt tot proletarisering van boeren en stedelingen en tot toenemende ongelijkheid. Het dicht op elkaar leven in de stad maakt mensen kwetsbaar voor ziektes en epidemieën zoals de pest.	B2+
