index	original
5493	Koningin Beatrix uit Nederland stopt als koningin.
5494	Dat zei ze op radio en tv.
5495	Beatrix was 33 jaar koningin.
5496	Haar stijl was zakelijk.
5497	Toch was ze geliefd.
5498	Beatrix stopt nu op 75 jaar.
5499	Ze geeft de troon door aan haar zoon.
5500	Dat is kroonprins Willem-Alexander.
5501	Vroeger was zijn bijnaam ‘prins pils’.
5502	Op 45 jaar wordt hij koning van Nederland.
5503	Zijn vrouw is prinses Maxima.
5504	Zij wordt koningin.
5505	De nieuwe reeks van het tv-programma ‘The Voice van Vlaanderen’ is gestart.
5506	In de eerste aflevering deed een meisje van Filipijnse afkomst mee.
5507	Maria Theresa Morales is 18 jaar.
5508	Ze woont een jaar in ons land.
5509	In het programma sprak ze Engels.
5510	Veel kijkers stoorden zich daaraan.
5511	Op de websites Facebook en Twitter kunnen kijkers reageren.
5512	Sommige kijkers plaatsten racistische opmerkingen op de websites.
5513	Tv-zender vtm verwijderde de berichten.
5514	Maria Theresa Morales maakte een goede indruk.
5515	Ze gaat door naar de volgende ronde.
5516	Op zaterdag 10 december reikte de Vlaamse muzieksector naar jaarlijkse gewoonte de MIA’s uit.
5517	Een MIA is een prijs voor muzikanten die het voorbije jaar het erg goed deden.
5518	Grote winnaars waren Selah Sue en Milow.
5519	Hooverphonic won dit jaar hun allereerste MIA.
5520	Zij kregen de naam van Beste groep.
5521	Luister zelf naar één van deze favoriete muzikanten in de WAI-NOT jukebox!
5522	Vandaag, 23 januari, is het Chinees Nieuwjaar.
5523	De Chinezen vieren de start van ‘het Jaar van de Draak’.
5524	In deze periode reizen miljoenen Chinezen naar hun familie.
5525	Het nieuwe jaar heet 'het Jaar van de Draak'.
5526	Chinezen geloven dat wie dit jaar geboren wordt, enkele bijzondere karaktertrekken heeft.
5527	Die karaktertrekken zijn vooral positief.
5528	Daarom willen heel wat Chinezen een kind dat dit jaar geboren wordt.
5529	Zaterdagavond was de finale van het VTM programma ‘The Voice van Vlaanderen’.
5530	De 21-jarige Glenn Claes won de eerste editie van de talentenjacht en maakte zo zijn rol als topfavoriet waar.
5531	Zijn single zal nu overal op de radio te horen zijn.
5532	Daarnaast krijgt hij ook een platencontract waardoor hij een volledig album kan opnemen.
5533	Glenn en zijn coach Jasper Steverlinck zijn heel blij met de overwinning.
5534	Mbokani heeft de Gouden Schoen 2012 gewonnen.
5535	Dat is een prijs voor de beste voetballer in België.
5536	Hij speelt voor Anderlecht en was heel blij met zijn prijs!
5537	Jelle Vossen werd tweede.
5538	Hij speelt bij Genk.
5539	Voortaan kunnen alle leden van WAI-NOT een persoonlijke pagina maken op deze website.
5540	Klik in het linkermenu op 'Mijn WAI-NOT'.
5541	Je kan er net zoals op Facebook berichtjes en foto's posten.
5542	Via je vriendengroep of adresboek kan je ook een bezoekje brengen aan de pagina van je vrienden.
5543	Geef ze daar meteen een duim voor wat je leuk vindt!
5544	Hoe maak je ook al weer een vriendengroep in WAI-NOT?
5545	Dat lees je hier .
5546	Nog geen lid van WAI-NOT?
5547	Doe dit dan snel en gratis!
5548	Veel plezier met 'Mijn WAI-NOT'!
5549	Er zijn steeds meer armen in Vlaanderen.
5550	Dat komt niet alleen door corona.
5551	De politiek moet meer doen tegen armoede.
5552	Armen leefden vooral in de grote steden.
5553	Nu is er ook veel armoede in kleine gemeenten.
5554	Steeds meer Vlamingen krijgen een leefloon.
5555	Ook de Voedselbanken hebben meer en meer klanten.
5556	Dat zeggen cijfers van de laatste 12 jaar.
5557	In maar 15 Vlaamse gemeenten kwam er minder armoede.
5558	Dat is heel weinig.
5559	De toestand zou in de toekomst nog erger worden.
5560	Femke is zaterdagavond zevende geworden op het Junior Eurovisie Songfestival in Armenië met haar nummer 'Een kusje meer'..
5561	Het disconummer 'Candy Music' uit Georgië behaalde uiteindelijk de overwinning.
5562	Nederland haalde een schitterende tweede plaats.
5563	Je kan naar 'Candy Music' luisteren in de WAI-NOT jukebox! .
5564	Duitsland won zaterdag het eurovisiesongfestival.
5565	Lena won met het liedje 'Satellite'.
5566	België deed het ook bijzonder goed.
5567	Tom Dice eindigde met zijn lied ‘Me and my guitar’ op de zesde plaats.
5568	Er deden 25 landen mee aan de liedjeswedstrijd.
5569	Tom hoopte bij de tien eerste te zijn.
5570	Dat is hem mooi gelukt!
5571	Je kan de liedjes van Tom en Lena in onze WAI-NOT jukebox beluisteren!
5572	Laura Beyne is de mooiste!
5573	Ze werd de nieuwe Miss België.
5574	Ze volgt Justine De Jonckheere uit West-Vlaanderen op.
5575	Laura Beyne is 19 jaar.
5576	Haar moeder komt uit Congo in Afrika.
5577	Laura lacht graag.
5578	En ze praat vlot Frans en Nederlands.
5579	Laura Beyne stopt nu met haar studies.
5580	Zo kan ze haar taak als miss goed doen.
5581	Zondagochtend beefde de aarde in het noorden van Italië.
5582	De schok had een kracht van 5,9 op 12 op de schaal van Richter.
5583	Het hele noorden van Italië voelde de schok.
5584	Mensen vluchtten uit hun huizen.
5585	Er volgden nog enkele hevige naschokken.
5586	Zeven mensen kwamen om bij de beving.
5587	In een ingestorte fabriek stierven vier arbeiders.
5588	Twee vrouwen raakten in paniek en stierven kort nadien.
5589	Er is veel schade aan gebouwen.
5590	Huizen, kerken en monumenten zijn ingestort.
5591	Het proces tegen Anders Breivik is begonnen in Oslo in Noorwegen.
5592	Breivik schoot op 22 juli 2011 77 mensen dood op het eilandje Utoya.
5593	Breivik wist goed wat hij deed toen hij de moorden pleegde.
5594	Dat zeggen psychiaters die hem onderzochten.
5595	Breivik kan ten hoogste 21 jaar gevangenis krijgen.
5596	Door een bijzondere wet kan men hem toch langer in de gevangenis houden.
5597	Wellicht komt hij nooit meer vrij.
5598	In verschillende steden reden er op zondag 16 september zo goed als geen auto's.
5599	Fietsers en voetgangers namen de straten in.
5600	En er was ook heel veel plaats om te spelen!
5601	Want minder auto's betekent minder vervuiling, minder lawaai en meer veiligheid.
5602	Sommige steden en gemeenten organiseerden ook leuke activiteiten.
5603	Zo was er in Mechelen een zeepkistenrace!
5604	In Almere in Nederland stierf een grensrechter na geweld op het voetbalveld.
5605	Hij leidde mee een wedstrijd tussen jongeren uit Almere en Amsterdam.
5606	De wedstrijd verliep bits.
5607	Achteraf waren drie spelers niet tevreden.
5608	Ze trapten en schopten een grensrechter.
5609	Twee uur later zakte de man ineen.
5610	Hij stierf in het ziekenhuis.
5611	De politie pakte de drie daders op.
5612	Ze zijn niet ouder dan 16 jaar.
5613	Veel Nederlanders zijn geschokt door dit geweld bij het voetbal.
5614	Ook België kent voetbalgeweld.
5615	Eind november sloeg in ons land een voetballer van 17 jaar de scheidsrechter het ziekenhuis in.
5616	Zondagavond liepen duizenden mensen in Almere mee in een stille mars tegen zinloos geweld op het voetbalveld .
5617	De mensen herdenken de lijnrechter die vorige week overleed nadat enkele jongeren hem hadden aangevallen.
5618	Duizenden voetballiefhebbers liepen mee en ook op het voetbalveld zijn veel bloemen neergelegd.
5619	In Ternat pleegde een jongen zelfmoord.
5620	Hij sprong van een brug over de snelweg.
5621	De jongen was 14 jaar.
5622	De schok bij familie en vrienden is groot.
5623	De jongen werd gepest.
5624	De daders zouden oudere jongens van zijn school zijn.
5625	Zij eisten ook geld van hun slachtoffer.
5626	Gerecht en school onderzoeken de zaak.
5627	Pesten kan leiden tot zelfmoord!
5628	Op 22 en 23 september kon je je stem laten horen.
5629	Duizenden Belgen zongen voor het klimaat.
5630	Ze zongen in 200 gemeenten het lied ‘Do it now’.
5631	Nic Balthazar maakte daar een film van.
5632	De film is een actie voor ons klimaat.
5633	Want het gaat niet goed met het klimaat.
5634	Dit jaar zullen 300.000 mensen sterven.
5635	Dat komt omdat het klimaat verandert.
5636	De film wil politici wakker schudden.
5637	Bekijk hier de clip!
5638	Sinds woensdagavond zwijgen de wapens in Gaza en Israël.
5639	De Palestijnen en Israël beschieten elkaar niet meer.
5640	Dat spraken ze met elkaar af.
5641	Daarmee stoppen acht dagen van zwaar geweld.
5642	Bij het geweld kwamen 156 mensen om.
5643	Dit waren vooral Palestijnen.
5644	Daarbij waren kinderen en gezinnen.
5645	Dat maakt veel mensen boos.
5646	In Israël vielen enkele doden.
5647	Is de leukste rode kaart van 2021 al bekend?
5648	Een Franse speler van rugby kreeg een rode kaart.
5649	Hij was heel blij met de winst van zijn club.
5650	Toen tilde hij plots de scheidsrechter op.
5651	Maar die kon daar niet mee lachen.
5652	Hij gaf de speler een rode kaart.
5653	De speler krijgt niet alleen een straf van de Franse bond.
5654	Ook zijn trainer van de club Nevers was niet blij.
5655	Rugby is een ruwe sport.
5656	Maar de regel is dat je altijd respect moet tonen.
5657	Goed nieuws voor Stan Van Samang.
5658	Hij krijgt een rol in de tv-reeks ‘Thuis’.
5659	Vanaf december speelt hij Harry Peeters.
5660	Stan is blij met de rol.
5661	Hij kan weer tonen dat hij meer kan dan zingen.
5662	Acteren is voor hem al vier jaar geleden.
5663	De jongens van Koda namen deel aan de talentenjacht op VTM.
5664	Het blinde duo eindigde op de derde plaats.
5665	Ze klinken een beetje als Clouseau.
5666	Geniet maar mee ...
5667	Felix Baumgartner komt uit Oostenrijk.
5668	Felix is een beetje gek.
5669	Dat bewees hij vorige week.
5670	Felix is valschermspringer.
5671	Hij wou de hoogste sprong ooit maken in zijn sport.
5672	Hij kroop in een toestel aan een ballon.
5673	De ballon trok hem 38 kilometer hoog.
5674	Op die hoogte begint de ruimte.
5675	Felix sprong er naar beneden.
5676	Vier minuten lang stortte hij neer.
5677	Felix haalde 1.342 kilometer per uur.
5678	Dat is sneller dan het geluid.
5679	Op 1,5 kilometer boven de grond trok hij zijn valscherm.
5680	Hij landde veilig op aarde.
5681	Voortaan kan je ook zelf vrienden maken in WAI-NOT.
5682	Hoe doe je dat?
5683	Wanneer je klikt op één van de duimen bovenaan een pagina verschijnt er een extra knop met een groep.
5684	Een vriendengroep.
5685	Wanneer je daar op klikt, zie je wie de pagina die je bezocht ook leuk of niet leuk vond.
5686	Je kan nu zo iemand uitnodigen om je vriend te worden door op de knop ‘versturen’ achter zijn of haar naam te klikken.
5687	Krijg je zelf een mailtje van iemand die je vriend wil worden, klik dan in de mail op de duim naar boven als je dat goed vindt.
5688	Voortaan staat er nu in je adresboek van de WAI-NOT-mail een extra groep.
5689	Je vriendengroep!
5690	Je kan er eventueel ook vrienden verwijderen.
5691	Er is alleen slecht nieuws uit Syrië.
5692	Het geweld blijft duren.
5693	De oorlog wordt zelfs heviger.
5694	Ook kinderen zijn het slachtoffer van de oorlog.
5695	Dat zeggen onderzoekers.
5696	Volgens getuigen worden kinderen ontvoerd en gemarteld.
5697	Mensen vluchten voor het geweld in Syrië.
5698	Er komen elke dag vluchtelingen bij.
5699	Binnenkort kunnen het er 700.000 zijn.
5700	Dat verwachten de Verenigde Naties (VN).
5701	De meeste vluchtelingen trekken naar de buurlanden.
5702	In Haren vonden zware rellen plaats.
5703	De schade was groot.
5704	Haren ligt in Noord-Nederland.
5705	Alles begon met een meisje.
5706	Zij wou een feestje geven.
5707	Ze zette dat bericht op Facebook.
5708	Dat is een netwerk op internet.
5709	Duizenden jongeren beloofden te komen.
5710	Dat was niet de bedoeling.
5711	Het meisje wilde enkel haar vrienden uitnodigen.
5712	Het meisje laste het feestje af.
5713	Toch kwamen 3.000 jongeren naar Haren.
5714	Ze staken auto’s en fietsen in brand.
5715	Ze plunderden winkels.
5716	De politie spoort de daders op.
5717	Was Facebook hier een goed idee om vrienden uit te nodigen?
5718	Klik op de duim die hier past bovenaan op je scherm.
5719	Een filmpje uit de Verenigde Staten van Amerika (VS) houdt de wereld bezig.
5720	Het filmpje lacht met moslims.
5721	Het beledigt hun profeet Mohammed.
5722	Het filmpje staat op het internet.
5723	Op veel plaatsen kwamen moslims op straat.
5724	Ze betoogden tegen het filmpje.
5725	De betogers gebruikten soms zwaar geweld.
5726	In Libië vielen zelfs vier doden.
5727	Betogers staken er een gebouw in brand.
5728	Dat was het consulaat van de VS. Bij de doden was de ambassadeur van de VS.
5729	Karrewiet wordt tien jaar.
5730	Karrewiet brengt nieuws op tv voor kinderen tussen vier en twaalf jaar.
5731	Eén op vier kinderen kijkt elke week naar Karrewiet.
5732	Vorig weekend was het feest bij Karrewiet.
5733	Kinderen aten mee taart.
5734	Ze gaven hun mening over Karrewiet.
5735	Lieten sneed mee de taart aan.
5736	De minister beloofde dat Karrewiet elke dag op Ketnet te zien zal zijn.
5737	Freek Braeckman feestte ook mee.
5738	Braeckman was eerst journalist bij Karrewiet.
5739	Nu werkt hij voor het nieuws van tv-zender één.
5740	Het vriest in heel Europa.
5741	In ons land gaan de temperaturen tot meer dan tien graden onder nul.
5742	In Oost-Europa vriest het tot 35 graden onder nul.
5743	De koude zorgt voor veel pret, maar ook voor veel doden.
5744	De voorbije twee weken is de winter dan toch echt begonnen.
5745	Overdag was het meestal zonnig en was er lichte vorst.
5746	Belgen trekken hun schaatsen aan en zetten hun kinderen op de slee.
5747	Maar er zijn in ons land ook daklozen die elke nacht moeten zoeken naar een plek waar ze niet doodvriezen.
5748	In Oekraïne en ook in Duitsland vroren al meer dan 200 mensen dood in de koude.
5749	Volgens experts krijgen we de komende jaren meer van zulke koude weken.
5750	Dat komt door de opwarming van de aarde.
5751	Het ijs op de Noordpool smelt.
5752	Dat heeft invloed op de wind in de regio.
5753	Die wind brengt erg koude lucht naar Europa.
5754	Femke gaat dit jaar voor ons land naar het Junior Eurovisie Songfestival in Armenië.
5755	Haar liedje 'Een kusje meer' overtuigde de jury en de kijkers thuis.
5756	Ook Naomi, Vince en Alexandra deden het heel goed in de finale.
5757	Maar er kan maar één iemand naar het Songfestival en dat is dus Femke geworden!
5758	Je kan Femke haar liedje 'Een kusje meer' beluisteren in de WAI-NOT jukebox! .
5759	Zangeres Whitney Houston stierf zondag in een hotel in Beverly Hills.
5760	De superster begon te zingen bij een gospelkoor.
5761	Van de jaren 1980 tot half de jaren 1990 won ze vele prijzen.
5762	Het liedje ‘I Will Always Love You’ is het best verkochte nummer van een zangeres ooit.
5763	De laatste jaren was Houston verslaafd aan drank en drugs.
5764	Op haar kamer werden kalmeerpillen gevonden.
5765	Whitney Houston werd 48 jaar.
5766	Je hoort nu haar bekendste en meest verkochte lied...
5767	Grote hit voor Dimitri Vegas en Like Mike.
5768	Ze maakten een lied speciaal voor de app TikTok.
5769	Wel meer muzikanten doen dat nu.
5770	Ze werkten samen met een zangeres uit Mexico.
5771	Zij heeft heel veel fans op TikTok.
5772	Er hoort ook een dansje bij het lied ‘Do It’.
5773	Het was een goed idee.
5774	Het is in heel de wereld al zeker 80 miljoen keer beluisterd.
5775	Op 1 mei is het zover.
5776	Ketnet krijgt dan een eigen tv-kanaal.
5777	Dat staat los van het kanaal Canvas.
5778	Ketnet is het kanaal voor kinderen en jongeren.
5779	Het hoort bij de zender VRT.
5780	De VRT onderbrak soms de programma’s op Ketnet.
5781	In de plaats kwamen sport en andere programma’s.
5782	Die hoorden bij Canvas.
5783	Ketnet zendt programma’s uit van 6 uur tot 20 uur.
5784	De jonge kijkers krijgen nog meer.
5785	Ketnet krijgt een nieuwe website.
5786	Je kan er programma’s opnieuw bekijken.
5787	Nik Wallenda, een Amerikaanse koorddanser, heeft de Niagara watervallen overgestoken.
5788	Het is de eerste keer dat iemand het moeilijke stuk tussen de Verenigde Staten en Canada heeft kunnen overbruggen.
5789	De kabel hing op 60 meter boven de krachtige watervallen en is 550 meter lang!
5790	Kort voor het einde ging de koorddanser op één knie zitten en wierp een handkus naar de vele toeschouwers.
5791	De laatste meters legde hij zelfs al lopend af!
5792	De Amerikaan Neil Armstrong is overleden.
5793	Hij werd 82 jaar.
5794	Armstrong was astronaut.
5795	Hij was de eerste mens op de maan.
5796	Dat maakte hem tot een grote held.
5797	Het gebeurde op 21 juli 1969.
5798	Armstrong stapte als eerste mens op de maan.
5799	De beelden van Armstrong gingen de wereld rond.
5800	Armstrong ging nadien nooit meer de ruimte in.
5801	Hij gaf les aan de universiteit.
5802	De laatste tijd had hij hartproblemen.
5803	Hij stierf terwijl hij herstelde van een operatie.
5804	Michelle Martin kwam vrij uit de gevangenis.
5805	Ze leeft nu in een klooster in Malonne.
5806	Martin is de ex-vrouw van Marc Dutroux.
5807	Ze hielp Dutroux bij ontvoering en moord.
5808	Vier meisjes en een man kwamen om.
5809	Die misdaden vonden plaats in de jaren 1990.
5810	Sinds 1996 zat Martin 30 jaar cel uit.
5811	Na 16 jaar kon Martin vroeger vrijkomen.
5812	Daar was veel protest tegen.
5813	Tegenstanders trokken naar de rechtbank.
5814	De rechters lieten Martin toch vrij.
5815	Er zijn wel voorwaarden.
5816	Martin moet 20 uur per week werken.
5817	Ze moet wegblijven uit Luik en Limburg.
5818	Daar wonen de families van de slachtoffers.
5819	Het was feest voor de Britten.
5820	Ze vierden het 60-jarig jubileum van hun koningin Elisabeth.
5821	Er waren tienduizenden straatfeesten in heel Groot-Brittannië.
5822	Iedereen kon aanschuiven aan barbecues en picknicks en er werd een grote botentocht georganiseerd op de Theems.
